OrderItemID,OrderID,MenuID,Quantity,Price,Subtotal,CreatedDate,ModifiedDate
130,69,3795,1,269,269,35:21.2,35:21.2
131,70,3795,1,269,269,35:21.2,35:21.2
132,71,3485,3,629,1887,35:21.2,35:21.2
133,72,3487,2,215,430,35:21.2,35:21.2
134,72,3485,3,629,1887,35:21.2,35:21.2
135,72,3486,2,166,332,35:21.2,35:21.2
136,73,3951,1,351,351,35:21.2,35:21.2
137,74,3951,1,351,351,35:21.2,35:21.2
138,75,3951,1,351,351,35:21.2,35:21.2
139,76,3951,1,351,351,35:21.2,35:21.2
140,77,3951,3,351,1053,35:21.2,35:21.2
141,78,1566,1,111,111,35:21.2,35:21.2
142,78,1568,3,238,714,35:21.2,35:21.2
143,78,1565,2,120,240,35:21.2,35:21.2
144,79,1568,1,238,238,35:21.2,35:21.2
145,79,1566,2,111,222,35:21.2,35:21.2
146,79,1567,3,375,1125,35:21.2,35:21.2
147,80,1567,2,375,750,35:21.2,35:21.2
148,80,1566,3,111,333,35:21.2,35:21.2
149,80,1568,1,238,238,35:21.2,35:21.2
150,80,1565,3,120,360,35:21.2,35:21.2
151,81,1564,2,220,440,35:21.2,35:21.2
152,81,1566,1,111,111,35:21.2,35:21.2
153,82,1568,3,238,714,35:21.2,35:21.2
154,82,1567,2,375,750,35:21.2,35:21.2
155,82,1565,2,120,240,35:21.2,35:21.2
156,82,1564,2,220,440,35:21.2,35:21.2
157,82,1566,1,111,111,35:21.2,35:21.2
158,83,4066,1,224,224,35:21.2,35:21.2
159,83,4064,3,345,1035,35:21.2,35:21.2
160,84,4064,2,345,690,35:21.2,35:21.2
161,84,4066,1,224,224,35:21.2,35:21.2
162,84,4065,3,397,1191,35:21.2,35:21.2
163,85,224,1,535,535,35:21.2,35:21.2
164,86,224,3,535,1605,35:21.2,35:21.2
165,87,224,2,535,1070,35:21.2,35:21.2
166,88,224,2,535,1070,35:21.2,35:21.2
167,89,1053,3,168,504,35:21.2,35:21.2
168,90,1248,1,128,128,35:21.2,35:21.2
169,90,1249,3,120,360,35:21.2,35:21.2
170,91,1248,2,128,256,35:21.2,35:21.2
171,91,1246,2,370,740,35:21.2,35:21.2
172,91,1247,1,114,114,35:21.2,35:21.2
173,91,1250,3,373,1119,35:21.2,35:21.2
174,92,1246,2,370,740,35:21.2,35:21.2
175,92,1248,1,128,128,35:21.2,35:21.2
176,92,1247,3,114,342,35:21.2,35:21.2
177,92,1249,1,120,120,35:21.2,35:21.2
178,92,1250,1,373,373,35:21.2,35:21.2
179,93,1229,1,116,116,35:21.2,35:21.2
180,94,1228,1,141,141,35:21.2,35:21.2
181,94,1229,2,116,232,35:21.2,35:21.2
182,95,1228,1,141,141,35:21.2,35:21.2
183,95,1229,3,116,348,35:21.2,35:21.2
184,96,1228,1,141,141,35:21.2,35:21.2
185,97,1229,3,116,348,35:21.2,35:21.2
186,98,476,3,536,1608,35:21.2,35:21.2
187,98,475,1,539,539,35:21.2,35:21.2
188,99,476,1,536,536,35:21.2,35:21.2
189,99,475,1,539,539,35:21.2,35:21.2
190,100,476,1,536,536,35:21.2,35:21.2
191,101,475,3,539,1617,35:21.2,35:21.2
192,102,404,2,280,560,35:21.2,35:21.2
193,102,405,2,225,450,35:21.2,35:21.2
194,103,404,2,280,560,35:21.2,35:21.2
195,104,404,3,280,840,35:21.2,35:21.2
196,104,405,1,225,225,35:21.2,35:21.2
197,105,405,3,225,675,35:21.2,35:21.2
198,106,4086,2,202,404,35:21.2,35:21.2
199,106,4085,2,107,214,35:21.2,35:21.2
200,107,4085,1,107,107,35:21.2,35:21.2
201,108,4086,3,202,606,35:21.2,35:21.2
202,108,4085,3,107,321,35:21.2,35:21.2
203,109,4086,3,202,606,35:21.2,35:21.2
204,110,1031,2,262,524,35:21.2,35:21.2
205,111,252,3,648,1944,35:21.2,35:21.2
206,112,2861,3,220,660,35:21.2,35:21.2
207,112,2859,3,111,333,35:21.2,35:21.2
208,113,2859,2,111,222,35:21.2,35:21.2
209,113,2861,3,220,660,35:21.2,35:21.2
210,114,2861,3,220,660,35:21.2,35:21.2
211,114,2859,2,111,222,35:21.2,35:21.2
212,114,2860,3,103,309,35:21.2,35:21.2
213,115,2861,3,220,660,35:21.2,35:21.2
214,116,2860,3,103,309,35:21.2,35:21.2
215,117,3956,2,121,242,35:21.2,35:21.2
216,118,3956,2,121,242,35:21.2,35:21.2
217,119,2212,2,628,1256,35:21.2,35:21.2
218,119,2210,3,321,963,35:21.2,35:21.2
219,120,2211,2,202,404,35:21.2,35:21.2
220,120,2212,3,628,1884,35:21.2,35:21.2
221,120,2210,2,321,642,35:21.2,35:21.2
222,121,2212,3,628,1884,35:21.2,35:21.2
223,121,2211,1,202,202,35:21.2,35:21.2
224,122,2212,3,628,1884,35:21.2,35:21.2
225,122,2210,2,321,642,35:21.2,35:21.2
226,123,3660,3,115,345,35:21.2,35:21.2
227,124,3664,1,143,143,35:21.2,35:21.2
228,124,3660,2,115,230,35:21.2,35:21.2
229,124,3661,3,179,537,35:21.2,35:21.2
230,124,3662,2,160,320,35:21.2,35:21.2
231,125,3663,2,206,412,35:21.2,35:21.2
232,125,3660,1,115,115,35:21.2,35:21.2
233,126,3662,2,160,320,35:21.2,35:21.2
234,127,3660,2,115,230,35:21.2,35:21.2
235,127,3661,1,179,179,35:21.2,35:21.2
236,127,3662,2,160,320,35:21.2,35:21.2
237,128,3052,3,108,324,35:21.2,35:21.2
238,129,3052,1,108,108,35:21.2,35:21.2
239,130,3052,3,108,324,35:21.2,35:21.2
240,131,2482,1,265,265,35:21.2,35:21.2
241,132,2482,2,265,530,35:21.2,35:21.2
242,132,2483,2,105,210,35:21.2,35:21.2
243,133,2594,3,139,417,35:21.2,35:21.2
244,133,2598,2,121,242,35:21.2,35:21.2
245,133,2595,3,110,330,35:21.2,35:21.2
246,134,1305,1,194,194,35:21.2,35:21.2
247,134,1304,1,640,640,35:21.2,35:21.2
248,135,1304,2,640,1280,35:21.2,35:21.2
249,136,1304,1,640,640,35:21.2,35:21.2
250,137,1304,2,640,1280,35:21.2,35:21.2
251,138,1193,1,190,190,35:21.2,35:21.2
252,139,1192,1,519,519,35:21.2,35:21.2
253,139,1193,1,190,190,35:21.2,35:21.2
254,140,3342,1,699,699,35:21.2,35:21.2
255,140,3343,2,570,1140,35:21.2,35:21.2
256,140,3341,1,696,696,35:21.2,35:21.2
257,141,3341,1,696,696,35:21.2,35:21.2
258,141,3342,2,699,1398,35:21.2,35:21.2
259,141,3343,3,570,1710,35:21.2,35:21.2
260,142,3341,1,696,696,35:21.2,35:21.2
261,143,3168,1,147,147,35:21.2,35:21.2
262,143,3169,3,183,549,35:21.2,35:21.2
263,143,3170,1,139,139,35:21.2,35:21.2
264,144,3170,2,139,278,35:21.2,35:21.2
265,144,3167,1,501,501,35:21.2,35:21.2
266,144,3169,2,183,366,35:21.2,35:21.2
267,145,3170,3,139,417,35:21.2,35:21.2
268,145,3169,2,183,366,35:21.2,35:21.2
269,145,3168,1,147,147,35:21.2,35:21.2
270,146,3040,3,66,198,35:21.2,35:21.2
271,147,3038,2,214,428,35:21.2,35:21.2
272,148,3039,2,430,860,35:21.2,35:21.2
273,149,3038,3,214,642,35:21.2,35:21.2
274,149,3040,3,66,198,35:21.2,35:21.2
275,150,3039,1,430,430,35:21.2,35:21.2
276,151,4517,3,545,1635,35:21.2,35:21.2
277,152,4517,3,545,1635,35:21.2,35:21.2
278,152,4515,3,216,648,35:21.2,35:21.2
279,152,4516,2,101,202,35:21.2,35:21.2
280,153,4517,3,545,1635,35:21.2,35:21.2
281,153,4515,2,216,432,35:21.2,35:21.2
282,153,4516,1,101,101,35:21.2,35:21.2
283,154,4358,3,185,555,35:21.2,35:21.2
284,155,2152,3,137,411,35:21.2,35:21.2
285,155,2153,1,147,147,35:21.2,35:21.2
286,155,2151,1,127,127,35:21.2,35:21.2
287,156,2153,1,147,147,35:21.2,35:21.2
288,156,2152,1,137,137,35:21.2,35:21.2
289,156,2151,2,127,254,35:21.2,35:21.2
290,157,2151,3,127,381,35:21.2,35:21.2
291,157,2153,1,147,147,35:21.2,35:21.2
292,158,2151,2,127,254,35:21.2,35:21.2
293,159,2153,3,147,441,35:21.2,35:21.2
294,160,2564,1,117,117,35:21.2,35:21.2
295,161,2563,3,117,351,35:21.2,35:21.2
296,161,2564,1,117,117,35:21.2,35:21.2
297,162,2563,2,117,234,35:21.2,35:21.2
298,162,2564,1,117,117,35:21.2,35:21.2
299,163,2564,1,117,117,35:21.2,35:21.2
300,164,2896,1,116,116,35:21.3,35:21.3
301,165,2896,3,116,348,35:21.3,35:21.3
302,165,2895,2,159,318,35:21.3,35:21.3
303,166,2895,1,159,159,35:21.3,35:21.3
304,166,2896,2,116,232,35:21.3,35:21.3
305,167,2895,1,159,159,35:21.3,35:21.3
306,167,2896,2,116,232,35:21.3,35:21.3
307,168,2896,3,116,348,35:21.3,35:21.3
308,169,3062,2,119,238,35:21.3,35:21.3
309,170,3062,1,119,119,35:21.3,35:21.3
310,171,3061,1,662,662,35:21.3,35:21.3
311,172,3062,3,119,357,35:21.3,35:21.3
312,173,3062,1,119,119,35:21.3,35:21.3
313,173,3061,2,662,1324,35:21.3,35:21.3
314,174,2495,3,179,537,35:21.3,35:21.3
315,174,2496,1,178,178,35:21.3,35:21.3
316,175,2497,2,147,294,35:21.3,35:21.3
317,176,2494,1,230,230,35:21.3,35:21.3
318,177,2497,1,147,147,35:21.3,35:21.3
319,177,2495,1,179,179,35:21.3,35:21.3
320,177,2496,1,178,178,35:21.3,35:21.3
321,178,230,2,134,268,35:21.3,35:21.3
322,179,230,3,134,402,35:21.3,35:21.3
323,179,231,3,146,438,35:21.3,35:21.3
324,180,669,3,179,537,35:21.3,35:21.3
325,181,669,1,179,179,35:21.3,35:21.3
326,182,669,1,179,179,35:21.3,35:21.3
327,183,669,1,179,179,35:21.3,35:21.3
328,184,4159,1,248,248,35:21.3,35:21.3
329,185,4159,3,248,744,35:21.3,35:21.3
330,186,4159,3,248,744,35:21.3,35:21.3
331,187,4159,2,248,496,35:21.3,35:21.3
332,188,4159,2,248,496,35:21.3,35:21.3
333,189,3672,3,415,1245,35:21.3,35:21.3
334,189,3670,1,562,562,35:21.3,35:21.3
335,189,3674,2,216,432,35:21.3,35:21.3
336,189,3671,3,166,498,35:21.3,35:21.3
337,190,3673,1,160,160,35:21.3,35:21.3
338,190,3671,2,166,332,35:21.3,35:21.3
339,190,3672,2,415,830,35:21.3,35:21.3
340,191,3402,2,173,346,35:21.3,35:21.3
341,192,440,3,191,573,35:21.3,35:21.3
342,192,441,1,173,173,35:21.3,35:21.3
343,193,1445,1,179,179,35:21.3,35:21.3
344,193,1444,3,226,678,35:21.3,35:21.3
345,194,1444,3,226,678,35:21.3,35:21.3
346,194,1445,1,179,179,35:21.3,35:21.3
347,195,1445,3,179,537,35:21.3,35:21.3
348,195,1444,2,226,452,35:21.3,35:21.3
349,196,1444,3,226,678,35:21.3,35:21.3
350,197,1446,1,85,85,35:21.3,35:21.3
351,197,1445,3,179,537,35:21.3,35:21.3
352,198,1189,1,364,364,35:21.3,35:21.3
353,199,1190,3,91,273,35:21.3,35:21.3
354,200,1190,2,91,182,35:21.3,35:21.3
355,201,1189,2,364,728,35:21.3,35:21.3
356,201,1190,2,91,182,35:21.3,35:21.3
357,202,1189,2,364,728,35:21.3,35:21.3
358,202,1190,1,91,91,35:21.3,35:21.3
359,203,3176,3,93,279,35:21.3,35:21.3
360,203,3177,1,218,218,35:21.3,35:21.3
361,203,3175,2,135,270,35:21.3,35:21.3
362,204,3175,1,135,135,35:21.3,35:21.3
363,204,3176,3,93,279,35:21.3,35:21.3
364,204,3177,3,218,654,35:21.3,35:21.3
365,205,3175,3,135,405,35:21.3,35:21.3
366,205,3177,1,218,218,35:21.3,35:21.3
367,205,3176,3,93,279,35:21.3,35:21.3
368,206,243,3,624,1872,35:21.3,35:21.3
369,207,1673,3,501,1503,35:21.3,35:21.3
370,208,2157,2,488,976,35:21.3,35:21.3
371,208,2158,2,501,1002,35:21.3,35:21.3
372,208,2159,1,210,210,35:21.3,35:21.3
373,209,3738,2,277,554,35:21.3,35:21.3
374,209,3739,3,189,567,35:21.3,35:21.3
375,209,3737,3,313,939,35:21.3,35:21.3
376,210,3738,1,277,277,35:21.3,35:21.3
377,210,3737,2,313,626,35:21.3,35:21.3
378,211,3737,1,313,313,35:21.3,35:21.3
379,211,3738,2,277,554,35:21.3,35:21.3
380,212,3737,2,313,626,35:21.3,35:21.3
381,212,3739,2,189,378,35:21.3,35:21.3
382,213,3737,2,313,626,35:21.3,35:21.3
383,213,3738,2,277,554,35:21.3,35:21.3
384,213,3739,3,189,567,35:21.3,35:21.3
385,214,678,2,109,218,35:21.3,35:21.3
386,214,677,3,129,387,35:21.3,35:21.3
387,215,2229,2,665,1330,35:21.3,35:21.3
388,215,2227,3,535,1605,35:21.3,35:21.3
389,215,2228,2,663,1326,35:21.3,35:21.3
390,216,2228,1,663,663,35:21.3,35:21.3
391,217,2227,1,535,535,35:21.3,35:21.3
392,218,4334,2,97,194,35:21.3,35:21.3
393,218,4335,1,203,203,35:21.3,35:21.3
394,218,4337,3,249,747,35:21.3,35:21.3
395,218,4338,2,193,386,35:21.3,35:21.3
396,219,4337,3,249,747,35:21.3,35:21.3
397,219,4336,1,238,238,35:21.3,35:21.3
398,219,4338,1,193,193,35:21.3,35:21.3
399,220,4337,2,249,498,35:21.3,35:21.3
400,220,4338,1,193,193,35:21.3,35:21.3
401,220,4334,3,97,291,35:21.3,35:21.3
402,220,4335,1,203,203,35:21.3,35:21.3
403,221,4334,2,97,194,35:21.3,35:21.3
404,221,4338,2,193,386,35:21.3,35:21.3
405,221,4336,3,238,714,35:21.3,35:21.3
406,222,4552,2,179,358,35:21.3,35:21.3
407,222,4553,1,227,227,35:21.3,35:21.3
408,223,4553,3,227,681,35:21.3,35:21.3
409,224,4552,2,179,358,35:21.3,35:21.3
410,224,4553,1,227,227,35:21.3,35:21.3
411,225,2689,2,200,400,35:21.3,35:21.3
412,225,2688,3,192,576,35:21.3,35:21.3
413,226,2689,1,200,200,35:21.3,35:21.3
414,227,2689,1,200,200,35:21.3,35:21.3
415,228,2690,1,173,173,35:21.3,35:21.3
416,229,2234,2,142,284,35:21.3,35:21.3
417,230,2234,1,142,142,35:21.3,35:21.3
418,231,2814,1,511,511,35:21.3,35:21.3
419,231,2813,1,523,523,35:21.3,35:21.3
420,232,2814,2,511,1022,35:21.3,35:21.3
421,233,2813,3,523,1569,35:21.3,35:21.3
422,234,2813,2,523,1046,35:21.3,35:21.3
423,235,2813,1,523,523,35:21.3,35:21.3
424,235,2814,2,511,1022,35:21.3,35:21.3
425,236,2815,3,189,567,35:21.3,35:21.3
426,237,1956,1,391,391,35:21.3,35:21.3
427,237,1957,2,137,274,35:21.3,35:21.3
428,238,1957,3,137,411,35:21.3,35:21.3
429,238,1956,1,391,391,35:21.3,35:21.3
430,239,1955,2,382,764,35:21.3,35:21.3
431,239,1956,1,391,391,35:21.3,35:21.3
432,240,4242,2,234,468,35:21.3,35:21.3
433,240,4244,3,158,474,35:21.3,35:21.3
434,240,4241,3,193,579,35:21.3,35:21.3
435,240,4243,1,521,521,35:21.3,35:21.3
436,241,4242,3,234,702,35:21.3,35:21.3
437,241,4240,3,168,504,35:21.3,35:21.3
438,241,4244,3,158,474,35:21.3,35:21.3
439,242,4241,3,193,579,35:21.3,35:21.3
440,242,4240,2,168,336,35:21.3,35:21.3
441,242,4244,1,158,158,35:21.3,35:21.3
442,242,4243,2,521,1042,35:21.3,35:21.3
443,242,4242,2,234,468,35:21.3,35:21.3
444,243,3146,2,182,364,35:21.3,35:21.3
445,243,3150,3,238,714,35:21.3,35:21.3
446,244,3147,2,153,306,35:21.3,35:21.3
447,244,3148,2,178,356,35:21.3,35:21.3
448,244,3146,2,182,364,35:21.3,35:21.3
449,245,3147,3,153,459,35:21.3,35:21.3
450,245,3149,3,209,627,35:21.3,35:21.3
451,245,3148,3,178,534,35:21.3,35:21.3
452,246,2187,2,246,492,35:21.3,35:21.3
453,246,2188,3,188,564,35:21.3,35:21.3
454,247,2187,3,246,738,35:21.3,35:21.3
455,248,2187,3,246,738,35:21.3,35:21.3
456,249,2188,3,188,564,35:21.3,35:21.3
457,249,2187,3,246,738,35:21.3,35:21.3
458,250,173,3,585,1755,35:21.3,35:21.3
459,251,173,2,585,1170,35:21.3,35:21.3
460,252,173,1,585,585,35:21.3,35:21.3
461,253,1088,3,162,486,35:21.3,35:21.3
462,253,1091,2,58,116,35:21.3,35:21.3
463,253,1089,2,161,322,35:21.3,35:21.3
464,254,1091,2,58,116,35:21.3,35:21.3
465,255,1091,2,58,116,35:21.3,35:21.3
466,256,1089,2,161,322,35:21.3,35:21.3
467,257,1088,1,162,162,35:21.3,35:21.3
468,257,1090,3,291,873,35:21.3,35:21.3
469,257,1089,1,161,161,35:21.3,35:21.3
470,258,2104,2,134,268,35:21.3,35:21.3
471,259,2104,1,134,134,35:21.3,35:21.3
472,260,3026,1,180,180,35:21.3,35:21.3
473,260,3024,3,171,513,35:21.3,35:21.3
474,261,3025,1,117,117,35:21.3,35:21.3
475,261,3026,1,180,180,35:21.3,35:21.3
476,261,3024,3,171,513,35:21.3,35:21.3
477,262,3026,1,180,180,35:21.3,35:21.3
478,262,3025,1,117,117,35:21.3,35:21.3
479,263,3024,3,171,513,35:21.3,35:21.3
480,264,3024,3,171,513,35:21.3,35:21.3
481,264,3026,3,180,540,35:21.3,35:21.3
482,265,1004,1,135,135,35:21.3,35:21.3
483,266,1005,1,160,160,35:21.3,35:21.3
484,266,1002,1,206,206,35:21.3,35:21.3
485,266,1001,2,106,212,35:21.3,35:21.3
486,267,3264,2,520,1040,35:21.3,35:21.3
487,267,3263,3,248,744,35:21.3,35:21.3
488,267,3265,1,313,313,35:21.3,35:21.3
489,268,3263,3,248,744,35:21.3,35:21.3
490,268,3265,3,313,939,35:21.3,35:21.3
491,269,2957,2,57,114,35:21.3,35:21.3
492,270,2957,1,57,57,35:21.3,35:21.3
493,270,2958,1,67,67,35:21.3,35:21.3
494,270,2959,2,115,230,35:21.3,35:21.3
495,271,2959,3,115,345,35:21.3,35:21.3
496,271,2958,1,67,67,35:21.3,35:21.3
497,272,2959,3,115,345,35:21.3,35:21.3
498,273,73,3,214,642,35:21.3,35:21.3
499,274,73,1,214,214,35:21.3,35:21.3
500,275,4525,1,149,149,35:21.3,35:21.3
501,275,4524,1,391,391,35:21.3,35:21.3
502,275,4522,1,102,102,35:21.3,35:21.3
503,275,4521,1,217,217,35:21.3,35:21.3
504,276,4523,2,220,440,35:21.3,35:21.3
505,276,4524,3,391,1173,35:21.3,35:21.3
506,276,4521,3,217,651,35:21.3,35:21.3
507,277,4521,2,217,434,35:21.3,35:21.3
508,278,566,2,305,610,35:21.3,35:21.3
509,278,564,3,137,411,35:21.3,35:21.3
510,279,565,1,129,129,35:21.3,35:21.3
511,279,564,2,137,274,35:21.3,35:21.3
512,280,565,1,129,129,35:21.3,35:21.3
513,280,564,3,137,411,35:21.3,35:21.3
514,280,566,1,305,305,35:21.3,35:21.3
515,281,566,3,305,915,35:21.3,35:21.3
516,282,565,2,129,258,35:21.3,35:21.3
517,282,566,3,305,915,35:21.3,35:21.3
518,282,564,2,137,274,35:21.3,35:21.3
519,283,2578,1,322,322,35:21.3,35:21.3
520,283,2577,2,334,668,35:21.3,35:21.3
521,284,2579,3,215,645,35:21.3,35:21.3
522,284,2577,3,334,1002,35:21.3,35:21.3
523,285,2578,2,322,644,35:21.3,35:21.3
524,286,2579,1,215,215,35:21.3,35:21.3
525,286,2577,1,334,334,35:21.3,35:21.3
526,287,4035,2,521,1042,35:21.3,35:21.3
527,288,4035,3,521,1563,35:21.3,35:21.3
528,289,4035,3,521,1563,35:21.3,35:21.3
529,290,1273,1,155,155,35:21.3,35:21.3
530,291,1273,2,155,310,35:21.3,35:21.3
531,292,1273,2,155,310,35:21.3,35:21.3
532,293,1273,2,155,310,35:21.3,35:21.3
533,294,1752,1,259,259,35:21.3,35:21.3
534,294,1751,2,119,238,35:21.3,35:21.3
535,294,1753,1,171,171,35:21.3,35:21.3
536,295,1752,3,259,777,35:21.3,35:21.3
537,296,1753,3,171,513,35:21.3,35:21.3
538,296,1752,1,259,259,35:21.3,35:21.3
539,297,4018,1,92,92,35:21.3,35:21.3
540,298,4017,3,197,591,35:21.3,35:21.3
541,298,4018,3,92,276,35:21.3,35:21.3
542,299,46,3,212,636,35:21.3,35:21.3
543,299,47,1,427,427,35:21.3,35:21.3
544,299,48,2,142,284,35:21.3,35:21.3
545,300,46,1,212,212,35:21.3,35:21.3
546,301,46,1,212,212,35:21.3,35:21.3
547,301,48,3,142,426,35:21.3,35:21.3
548,301,47,1,427,427,35:21.3,35:21.3
549,302,48,2,142,284,35:21.3,35:21.3
550,302,46,3,212,636,35:21.3,35:21.3
551,303,48,1,142,142,35:21.3,35:21.3
552,303,46,3,212,636,35:21.3,35:21.3
553,304,2882,3,244,732,35:21.3,35:21.3
554,304,2881,1,359,359,35:21.3,35:21.3
555,304,2883,3,133,399,35:21.3,35:21.3
556,305,2882,2,244,488,35:21.3,35:21.3
